trip_id,start_time,end_time,headway_secs,exact_times
622824A5302B6349,22:00:00,27:49:01,660,0
660184A5302B6349,15:00:00,21:54:01,480,0
659005A5302B6349,15:00:00,21:54:01,480,0
658979A5302B6349,22:00:00,27:45:01,900,0
660185A5302B6349,04:00:00,14:54:01,480,0
660183A5302B6349,15:00:00,21:54:01,480,0
622819A5302B6349,04:00:00,14:54:01,480,0
622585A5302B6349,04:00:00,14:54:01,480,0
622811A5302B6349,22:00:00,27:46:01,840,0
