route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
861,5459A6540,649646A5459B6540,,Journal Square,0,,6,0
860,5459A6540,649469A5459B6540,,Hoboken,0,,7,0
862,5396A6507,637333A5396B6507,,World Trade Center,1,,1,0
861,5394A6507,637119A5394B6507,,Journal Square,0,,6,0
859,5394A6507,636248A5394B6507,,Hoboken,0,,9,0
862,5394A6507,637482A5394B6507,,Newark,0,,2,0
1024,5395A6507,636877A5395B6507,,Journal Square via Hoboken,0,,8,0
861,5394A6507,637018A5394B6507,,33rd Street,1,,4,0
860,5459A6540,649386A5459B6540,,Hoboken,0,,7,0
862,5459A6540,649903A5459B6540,,World Trade Center,1,,1,0
862,5394A6507,637713A5394B6507,,World Trade Center,1,,1,0
859,5394A6507,636189A5394B6507,,33rd Street,1,,3,0
862,5395A6507,637389A5395B6507,,Newark,0,,2,0
859,5394A6507,636138A5394B6507,,33rd Street,1,,3,0
862,5394A6507,637714A5394B6507,,World Trade Center,1,,1,0
861,5394A6507,637126A5394B6507,,Journal Square,0,,6,0
860,5394A6507,636379A5394B6507,,World Trade Center,1,,5,0
859,5394A6507,636191A5394B6507,,33rd Street,1,,3,0
1024,5396A6507,636663A5396B6507,,Journal Square via Hoboken,0,,8,0
862,5459A6540,649758A5459B6540,,Newark,0,,2,0
862,5394A6507,637712A5394B6507,,World Trade Center,1,,1,0
861,5394A6507,637082A5394B6507,,33rd Street,1,,4,0
862,5459A6540,649783A5459B6540,,Newark,0,,2,0
861,5394A6507,637021A5394B6507,,33rd Street,1,,4,0
862,5459A6540,649848A5459B6540,,World Trade Center,1,,1,0
861,5394A6507,637211A5394B6507,,Journal Square,0,,6,0
859,5459A6540,649253A5459B6540,,Hoboken,0,,9,0
862,5394A6507,637528A5394B6507,,Newark,0,,2,0
859,5394A6507,636326A5394B6507,,Hoboken,0,,9,0
860,5459A6540,649436A5459B6540,,Hoboken,0,,7,0
861,5394A6507,637159A5394B6507,,Journal Square,0,,6,0
862,5396A6507,637257A5396B6507,,Newark,0,,2,0
1024,5396A6507,636679A5396B6507,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636396A5394B6507,,World Trade Center,1,,5,0
862,5395A6507,637459A5395B6507,,World Trade Center,1,,1,0
862,5459A6540,649894A5459B6540,,World Trade Center,1,,1,0
862,5394A6507,637576A5394B6507,,Newark,0,,2,0
862,5394A6507,637542A5394B6507,,Newark,0,,2,0
1024,5395A6507,636925A5395B6507,,Journal Square via Hoboken,0,,8,0
1024,5395A6507,636813A5395B6507,,33rd via Hoboken,1,,11,0
859,5394A6507,636237A5394B6507,,Hoboken,0,,9,0
859,5394A6507,636322A5394B6507,,Hoboken,0,,9,0
860,5459A6540,649375A5459B6540,,World Trade Center,1,,5,0
861,5459A6540,649542A5459B6540,,33rd Street,1,,4,0
861,5394A6507,637040A5394B6507,,33rd Street,1,,4,0
859,5394A6507,636222A5394B6507,,33rd Street,1,,3,0
859,5394A6507,636308A5394B6507,,Hoboken,0,,9,0
1024,5395A6507,636866A5395B6507,,Journal Square via Hoboken,0,,8,0
859,5394A6507,636264A5394B6507,,Hoboken,0,,9,0
1024,5395A6507,636815A5395B6507,,33rd via Hoboken,1,,11,0
861,5394A6507,637152A5394B6507,,Journal Square,0,,6,0
862,5394A6507,637628A5394B6507,,World Trade Center,1,,1,0
862,5394A6507,637507A5394B6507,,Newark,0,,2,0
862,5459A6540,649828A5459B6540,,World Trade Center,1,,1,0
862,5459A6540,649873A5459B6540,,World Trade Center,1,,1,0
1024,5396A6507,636651A5396B6507,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636513A5394B6507,,Hoboken,0,,7,0
860,5394A6507,636355A5394B6507,,World Trade Center,1,,5,0
1024,5396A6507,636586A5396B6507,,33rd via Hoboken,1,,11,0
859,5459A6540,649204A5459B6540,,Hoboken,0,,9,0
859,5459A6540,649215A5459B6540,,Hoboken,0,,9,0
861,5459A6540,649621A5459B6540,,Journal Square,0,,6,0
859,5394A6507,636261A5394B6507,,Hoboken,0,,9,0
1024,5395A6507,636927A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5395A6507,637453A5395B6507,,World Trade Center,1,,1,0
859,5459A6540,649109A5459B6540,,33rd Street,1,,3,0
861,5394A6507,637029A5394B6507,,33rd Street,1,,4,0
862,5394A6507,637584A5394B6507,,Newark,0,,2,0
862,5459A6540,649897A5459B6540,,World Trade Center,1,,1,0
862,5394A6507,637775A5394B6507,,World Trade Center,1,,1,0
860,5459A6540,649340A5459B6540,,World Trade Center,1,,5,0
862,5396A6507,637249A5396B6507,,Newark,0,,2,0
861,5394A6507,637107A5394B6507,,Journal Square,0,,6,0
862,5395A6507,637420A5395B6507,,World Trade Center,1,,1,0
859,5394A6507,636221A5394B6507,,33rd Street,1,,3,0
860,5394A6507,636482A5394B6507,,Hoboken,0,,7,0
859,5459A6540,649131A5459B6540,,33rd Street,1,,3,0
861,5459A6540,649624A5459B6540,,Journal Square,0,,6,0
862,5394A6507,637483A5394B6507,,Newark,0,,2,0
862,5394A6507,637609A5394B6507,,Newark,0,,2,0
862,5459A6540,649739A5459B6540,,Newark,0,,2,0
862,5395A6507,637370A5395B6507,,Newark,0,,2,0
862,5394A6507,637610A5394B6507,,Newark,0,,2,0
859,5394A6507,636213A5394B6507,,33rd Street,1,,3,0
860,5459A6540,649439A5459B6540,,Hoboken,0,,7,0
862,5394A6507,637621A5394B6507,,Newark,0,,2,0
862,5394A6507,637600A5394B6507,,Newark,0,,2,0
859,5394A6507,636194A5394B6507,,33rd Street,1,,3,0
5746,5302A6349,622824A5302B6349,,Terminals B/C/D and 23rd Ave,0,,12,0
860,5459A6540,649338A5459B6540,,World Trade Center,1,,5,0
861,5459A6540,649672A5459B6540,,Journal Square,0,,6,0
862,5394A6507,637660A5394B6507,,World Trade Center,1,,1,0
861,5394A6507,637146A5394B6507,,Journal Square,0,,6,0
859,5459A6540,649272A5459B6540,,Hoboken,0,,9,0
861,5394A6507,637171A5394B6507,,Journal Square,0,,6,0
861,5394A6507,636980A5394B6507,,33rd Street,1,,4,0
862,5395A6507,637358A5395B6507,,Newark,0,,2,0
861,5394A6507,637199A5394B6507,,Journal Square,0,,6,0
862,5395A6507,637469A5395B6507,,World Trade Center,1,,1,0
862,5394A6507,637697A5394B6507,,World Trade Center,1,,1,0
1024,5396A6507,636631A5396B6507,,33rd via Hoboken,1,,11,0
1024,5395A6507,636762A5395B6507,,33rd via Hoboken,1,,11,0
1024,5396A6507,636629A5396B6507,,33rd via Hoboken,1,,11,0
860,5394A6507,636531A5394B6507,,Hoboken,0,,7,0
860,5459A6540,649482A5459B6540,,Hoboken,0,,7,0
862,5394A6507,637715A5394B6507,,World Trade Center,1,,1,0
859,5459A6540,649249A5459B6540,,Hoboken,0,,9,0
862,5459A6540,649887A5459B6540,,World Trade Center,1,,1,0
862,5395A6507,637378A5395B6507,,Newark,0,,2,0
1024,5395A6507,636776A5395B6507,,33rd via Hoboken,1,,11,0
860,5394A6507,636538A5394B6507,,Hoboken,0,,7,0
861,5459A6540,649673A5459B6540,,Journal Square,0,,6,0
1024,5396A6507,636708A5396B6507,,Journal Square via Hoboken,0,,8,0
861,5394A6507,637008A5394B6507,,33rd Street,1,,4,0
860,5394A6507,636348A5394B6507,,World Trade Center,1,,5,0
862,5395A6507,637394A5395B6507,,Newark,0,,2,0
862,5394A6507,637494A5394B6507,,Newark,0,,2,0
1024,5396A6507,636690A5396B6507,,Journal Square via Hoboken,0,,8,0
860,5459A6540,649362A5459B6540,,World Trade Center,1,,5,0
860,5459A6540,649396A5459B6540,,Hoboken,0,,7,0
862,5459A6540,649888A5459B6540,,World Trade Center,1,,1,0
862,5459A6540,649766A5459B6540,,Newark,0,,2,0
1024,5395A6507,636843A5395B6507,,Journal Square via Hoboken,0,,8,0
859,5459A6540,649155A5459B6540,,33rd Street,1,,3,0
859,5459A6540,649237A5459B6540,,Hoboken,0,,9,0
862,5394A6507,637683A5394B6507,,World Trade Center,1,,1,0
1024,5395A6507,636897A5395B6507,,Journal Square via Hoboken,0,,8,0
861,5459A6540,649614A5459B6540,,Journal Square,0,,6,0
859,5459A6540,649104A5459B6540,,33rd Street,1,,3,0
859,5459A6540,649115A5459B6540,,33rd Street,1,,3,0
860,5459A6540,649344A5459B6540,,World Trade Center,1,,5,0
859,5459A6540,649243A5459B6540,,Hoboken,0,,9,0
862,5394A6507,637523A5394B6507,,Newark,0,,2,0
862,5395A6507,637398A5395B6507,,Newark,0,,2,0
1024,5394A6507,636966A5394B6507,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636470A5394B6507,,Hoboken,0,,7,0
862,5395A6507,637439A5395B6507,,World Trade Center,1,,1,0
862,5396A6507,637337A5396B6507,,World Trade Center,1,,1,0
860,5394A6507,636461A5394B6507,,Hoboken,0,,7,0
862,5394A6507,637559A5394B6507,,Newark,0,,2,0
1024,5395A6507,636906A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5394A6507,637753A5394B6507,,World Trade Center,1,,1,0
862,5395A6507,637415A5395B6507,,World Trade Center,1,,1,0
1024,5395A6507,636834A5395B6507,,33rd via Hoboken,1,,11,0
859,5394A6507,636197A5394B6507,,33rd Street,1,,3,0
861,5459A6540,649595A5459B6540,,Journal Square,0,,6,0
862,5459A6540,649833A5459B6540,,World Trade Center,1,,1,0
860,5394A6507,636366A5394B6507,,World Trade Center,1,,5,0
862,5394A6507,637639A5394B6507,,World Trade Center,1,,1,0
1024,5459A6540,649697A5459B6540,,33rd via Hoboken,1,,11,0
860,5394A6507,636419A5394B6507,,World Trade Center,1,,5,0
862,5395A6507,637381A5395B6507,,Newark,0,,2,0
1024,5395A6507,636746A5395B6507,,33rd via Hoboken,1,,11,0
859,5459A6540,649094A5459B6540,,33rd Street,1,,3,0
861,5394A6507,637019A5394B6507,,33rd Street,1,,4,0
862,5394A6507,637514A5394B6507,,Newark,0,,2,0
862,5459A6540,649745A5459B6540,,Newark,0,,2,0
861,5394A6507,637176A5394B6507,,Journal Square,0,,6,0
861,5459A6540,649569A5459B6540,,33rd Street,1,,4,0
859,5459A6540,649206A5459B6540,,Hoboken,0,,9,0
860,5459A6540,649417A5459B6540,,Hoboken,0,,7,0
861,5459A6540,649641A5459B6540,,Journal Square,0,,6,0
860,5394A6507,636502A5394B6507,,Hoboken,0,,7,0
859,5394A6507,636303A5394B6507,,Hoboken,0,,9,0
861,5394A6507,637052A5394B6507,,33rd Street,1,,4,0
860,5459A6540,649478A5459B6540,,Hoboken,0,,7,0
860,5459A6540,649481A5459B6540,,Hoboken,0,,7,0
1024,5394A6507,636940A5394B6507,,33rd via Hoboken,1,,11,0
859,5394A6507,636321A5394B6507,,Hoboken,0,,9,0
862,5459A6540,649750A5459B6540,,Newark,0,,2,0
862,5394A6507,637705A5394B6507,,World Trade Center,1,,1,0
860,5394A6507,636520A5394B6507,,Hoboken,0,,7,0
859,5459A6540,649128A5459B6540,,33rd Street,1,,3,0
862,5459A6540,649851A5459B6540,,World Trade Center,1,,1,0
862,5394A6507,637759A5394B6507,,World Trade Center,1,,1,0
861,5394A6507,637094A5394B6507,,33rd Street,1,,4,0
861,5394A6507,637083A5394B6507,,33rd Street,1,,4,0
1024,5395A6507,636766A5395B6507,,33rd via Hoboken,1,,11,0
862,5394A6507,637682A5394B6507,,World Trade Center,1,,1,0
862,5459A6540,649791A5459B6540,,Newark,0,,2,0
860,5394A6507,636458A5394B6507,,Hoboken,0,,7,0
862,5395A6507,637462A5395B6507,,World Trade Center,1,,1,0
1024,5396A6507,636627A5396B6507,,33rd via Hoboken,1,,11,0
861,5459A6540,649620A5459B6540,,Journal Square,0,,6,0
860,5459A6540,649289A5459B6540,,World Trade Center,1,,5,0
859,5459A6540,649254A5459B6540,,Hoboken,0,,9,0
861,5459A6540,649630A5459B6540,,Journal Square,0,,6,0
862,5396A6507,637300A5396B6507,,World Trade Center,1,,1,0
862,5394A6507,637656A5394B6507,,World Trade Center,1,,1,0
862,5396A6507,637280A5396B6507,,Newark,0,,2,0
859,5394A6507,636232A5394B6507,,Hoboken,0,,9,0
861,5394A6507,637066A5394B6507,,33rd Street,1,,4,0
860,5394A6507,636427A5394B6507,,World Trade Center,1,,5,0
862,5459A6540,649718A5459B6540,,Newark,0,,2,0
859,5394A6507,636236A5394B6507,,Hoboken,0,,9,0
862,5459A6540,649860A5459B6540,,World Trade Center,1,,1,0
862,5394A6507,637592A5394B6507,,Newark,0,,2,0
860,5459A6540,649347A5459B6540,,World Trade Center,1,,5,0
862,5394A6507,637728A5394B6507,,World Trade Center,1,,1,0
862,5459A6540,649931A5459B6540,,World Trade Center,1,,1,0
860,5459A6540,649420A5459B6540,,Hoboken,0,,7,0
861,5459A6540,649490A5459B6540,,33rd Street,1,,4,0
1024,5395A6507,636744A5395B6507,,33rd via Hoboken,1,,11,0
860,5394A6507,636406A5394B6507,,World Trade Center,1,,5,0
859,5394A6507,636254A5394B6507,,Hoboken,0,,9,0
860,5459A6540,649376A5459B6540,,World Trade Center,1,,5,0
1024,5395A6507,636820A5395B6507,,33rd via Hoboken,1,,11,0
859,5459A6540,649244A5459B6540,,Hoboken,0,,9,0
861,5459A6540,649648A5459B6540,,Journal Square,0,,6,0
859,5459A6540,649275A5459B6540,,Hoboken,0,,9,0
861,5394A6507,637217A5394B6507,,Journal Square,0,,6,0
861,5394A6507,637197A5394B6507,,Journal Square,0,,6,0
861,5459A6540,649635A5459B6540,,Journal Square,0,,6,0
861,5394A6507,637233A5394B6507,,Journal Square,0,,6,0
1024,5395A6507,636768A5395B6507,,33rd via Hoboken,1,,11,0
860,5459A6540,649441A5459B6540,,Hoboken,0,,7,0
862,5394A6507,637527A5394B6507,,Newark,0,,2,0
859,5394A6507,636272A5394B6507,,Hoboken,0,,9,0
1024,5395A6507,636857A5395B6507,,Journal Square via Hoboken,0,,8,0
859,5394A6507,636297A5394B6507,,Hoboken,0,,9,0
862,5396A6507,637254A5396B6507,,Newark,0,,2,0
861,5459A6540,649617A5459B6540,,Journal Square,0,,6,0
860,5394A6507,636393A5394B6507,,World Trade Center,1,,5,0
859,5459A6540,649257A5459B6540,,Hoboken,0,,9,0
1024,5396A6507,636585A5396B6507,,33rd via Hoboken,1,,11,0
862,5396A6507,637294A5396B6507,,World Trade Center,1,,1,0
862,5394A6507,637757A5394B6507,,World Trade Center,1,,1,0
860,5459A6540,649432A5459B6540,,Hoboken,0,,7,0
1024,5396A6507,636618A5396B6507,,33rd via Hoboken,1,,11,0
862,5396A6507,637290A5396B6507,,Newark,0,,2,0
862,5394A6507,637702A5394B6507,,World Trade Center,1,,1,0
861,5394A6507,637017A5394B6507,,33rd Street,1,,4,0
861,5459A6540,649530A5459B6540,,33rd Street,1,,4,0
862,5394A6507,637689A5394B6507,,World Trade Center,1,,1,0
859,5459A6540,649271A5459B6540,,Hoboken,0,,9,0
862,5459A6540,649713A5459B6540,,Newark,0,,2,0
861,5459A6540,649683A5459B6540,,Journal Square,0,,6,0
860,5459A6540,649476A5459B6540,,Hoboken,0,,7,0
862,5394A6507,637733A5394B6507,,World Trade Center,1,,1,0
862,5394A6507,637496A5394B6507,,Newark,0,,2,0
859,5394A6507,636279A5394B6507,,Hoboken,0,,9,0
859,5394A6507,636283A5394B6507,,Hoboken,0,,9,0
862,5395A6507,637437A5395B6507,,World Trade Center,1,,1,0
862,5394A6507,637744A5394B6507,,World Trade Center,1,,1,0
861,5394A6507,637169A5394B6507,,Journal Square,0,,6,0
859,5394A6507,636286A5394B6507,,Hoboken,0,,9,0
862,5395A6507,637403A5395B6507,,Newark,0,,2,0
862,5459A6540,649772A5459B6540,,Newark,0,,2,0
1024,5396A6507,636628A5396B6507,,33rd via Hoboken,1,,11,0
862,5396A6507,637253A5396B6507,,Newark,0,,2,0
861,5394A6507,637181A5394B6507,,Journal Square,0,,6,0
1024,5395A6507,636794A5395B6507,,33rd via Hoboken,1,,11,0
859,5459A6540,649202A5459B6540,,Hoboken,0,,9,0
859,5459A6540,649233A5459B6540,,Hoboken,0,,9,0
1024,5396A6507,636555A5396B6507,,33rd via Hoboken,1,,11,0
862,5396A6507,637284A5396B6507,,Newark,0,,2,0
860,5394A6507,636361A5394B6507,,World Trade Center,1,,5,0
859,5459A6540,649100A5459B6540,,33rd Street,1,,3,0
862,5394A6507,637476A5394B6507,,Newark,0,,2,0
859,5459A6540,649284A5459B6540,,Hoboken,0,,9,0
862,5394A6507,637481A5394B6507,,Newark,0,,2,0
862,5394A6507,637606A5394B6507,,Newark,0,,2,0
861,5394A6507,637058A5394B6507,,33rd Street,1,,4,0
861,5394A6507,637015A5394B6507,,33rd Street,1,,4,0
862,5459A6540,649815A5459B6540,,Newark,0,,2,0
861,5459A6540,649652A5459B6540,,Journal Square,0,,6,0
859,5394A6507,636271A5394B6507,,Hoboken,0,,9,0
862,5459A6540,649751A5459B6540,,Newark,0,,2,0
1024,5395A6507,636809A5395B6507,,33rd via Hoboken,1,,11,0
862,5396A6507,637274A5396B6507,,Newark,0,,2,0
860,5459A6540,649449A5459B6540,,Hoboken,0,,7,0
862,5394A6507,637738A5394B6507,,World Trade Center,1,,1,0
862,5394A6507,637591A5394B6507,,Newark,0,,2,0
859,5394A6507,636302A5394B6507,,Hoboken,0,,9,0
860,5459A6540,649455A5459B6540,,Hoboken,0,,7,0
859,5459A6540,649229A5459B6540,,Hoboken,0,,9,0
1024,5396A6507,636597A5396B6507,,33rd via Hoboken,1,,11,0
862,5459A6540,649722A5459B6540,,Newark,0,,2,0
861,5459A6540,649561A5459B6540,,33rd Street,1,,4,0
859,5459A6540,649220A5459B6540,,Hoboken,0,,9,0
862,5396A6507,637243A5396B6507,,Newark,0,,2,0
862,5459A6540,649808A5459B6540,,Newark,0,,2,0
861,5394A6507,637189A5394B6507,,Journal Square,0,,6,0
861,5459A6540,649531A5459B6540,,33rd Street,1,,4,0
860,5394A6507,636421A5394B6507,,World Trade Center,1,,5,0
1024,5395A6507,636915A5395B6507,,Journal Square via Hoboken,0,,8,0
861,5394A6507,636967A5394B6507,,33rd Street,1,,4,0
862,5395A6507,637395A5395B6507,,Newark,0,,2,0
859,5459A6540,649182A5459B6540,,33rd Street,1,,3,0
859,5394A6507,636298A5394B6507,,Hoboken,0,,9,0
861,5394A6507,637131A5394B6507,,Journal Square,0,,6,0
861,5394A6507,637122A5394B6507,,Journal Square,0,,6,0
861,5394A6507,637142A5394B6507,,Journal Square,0,,6,0
1024,5459A6540,649689A5459B6540,,33rd via Hoboken,1,,11,0
1024,5396A6507,636607A5396B6507,,33rd via Hoboken,1,,11,0
860,5459A6540,649319A5459B6540,,World Trade Center,1,,5,0
860,5394A6507,636493A5394B6507,,Hoboken,0,,7,0
1024,5395A6507,636798A5395B6507,,33rd via Hoboken,1,,11,0
861,5394A6507,637030A5394B6507,,33rd Street,1,,4,0
1024,5396A6507,636614A5396B6507,,33rd via Hoboken,1,,11,0
859,5394A6507,636339A5394B6507,,Hoboken,0,,9,0
862,5396A6507,637321A5396B6507,,World Trade Center,1,,1,0
859,5394A6507,636219A5394B6507,,33rd Street,1,,3,0
1024,5396A6507,636605A5396B6507,,33rd via Hoboken,1,,11,0
859,5459A6540,649088A5459B6540,,33rd Street,1,,3,0
860,5459A6540,649306A5459B6540,,World Trade Center,1,,5,0
859,5459A6540,649092A5459B6540,,33rd Street,1,,3,0
859,5394A6507,636259A5394B6507,,Hoboken,0,,9,0
862,5396A6507,637260A5396B6507,,Newark,0,,2,0
859,5394A6507,636244A5394B6507,,Hoboken,0,,9,0
1024,5396A6507,636693A5396B6507,,Journal Square via Hoboken,0,,8,0
1024,5459A6540,649702A5459B6540,,Journal Square via Hoboken,0,,8,0
1024,5395A6507,636736A5395B6507,,33rd via Hoboken,1,,11,0
861,5459A6540,649528A5459B6540,,33rd Street,1,,4,0
862,5459A6540,649806A5459B6540,,Newark,0,,2,0
862,5394A6507,637765A5394B6507,,World Trade Center,1,,1,0
861,5459A6540,649612A5459B6540,,Journal Square,0,,6,0
859,5394A6507,636199A5394B6507,,33rd Street,1,,3,0
860,5394A6507,636346A5394B6507,,World Trade Center,1,,5,0
862,5395A6507,637454A5395B6507,,World Trade Center,1,,1,0
861,5394A6507,637194A5394B6507,,Journal Square,0,,6,0
1024,5395A6507,636846A5395B6507,,Journal Square via Hoboken,0,,8,0
861,5394A6507,637157A5394B6507,,Journal Square,0,,6,0
859,5459A6540,649106A5459B6540,,33rd Street,1,,3,0
861,5394A6507,637155A5394B6507,,Journal Square,0,,6,0
1024,5394A6507,636946A5394B6507,,33rd via Hoboken,1,,11,0
1024,5395A6507,636769A5395B6507,,33rd via Hoboken,1,,11,0
859,5459A6540,649164A5459B6540,,33rd Street,1,,3,0
862,5395A6507,637412A5395B6507,,World Trade Center,1,,1,0
862,5395A6507,637431A5395B6507,,World Trade Center,1,,1,0
1024,5395A6507,636800A5395B6507,,33rd via Hoboken,1,,11,0
859,5459A6540,649211A5459B6540,,Hoboken,0,,9,0
862,5395A6507,637402A5395B6507,,Newark,0,,2,0
859,5459A6540,649134A5459B6540,,33rd Street,1,,3,0
862,5459A6540,649904A5459B6540,,World Trade Center,1,,1,0
1024,5395A6507,636894A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5394A6507,637493A5394B6507,,Newark,0,,2,0
862,5395A6507,637472A5395B6507,,World Trade Center,1,,1,0
862,5395A6507,637405A5395B6507,,Newark,0,,2,0
861,5459A6540,649525A5459B6540,,33rd Street,1,,4,0
861,5394A6507,637200A5394B6507,,Journal Square,0,,6,0
1024,5395A6507,636778A5395B6507,,33rd via Hoboken,1,,11,0
1024,5396A6507,636682A5396B6507,,Journal Square via Hoboken,0,,8,0
861,5459A6540,649681A5459B6540,,Journal Square,0,,6,0
862,5459A6540,649803A5459B6540,,Newark,0,,2,0
861,5459A6540,649665A5459B6540,,Journal Square,0,,6,0
862,5394A6507,637529A5394B6507,,Newark,0,,2,0
861,5394A6507,637032A5394B6507,,33rd Street,1,,4,0
861,5459A6540,649486A5459B6540,,33rd Street,1,,4,0
1024,5395A6507,636913A5395B6507,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636394A5394B6507,,World Trade Center,1,,5,0
860,5459A6540,649324A5459B6540,,World Trade Center,1,,5,0
861,5394A6507,637170A5394B6507,,Journal Square,0,,6,0
862,5459A6540,649777A5459B6540,,Newark,0,,2,0
861,5394A6507,637213A5394B6507,,Journal Square,0,,6,0
1024,5395A6507,636780A5395B6507,,33rd via Hoboken,1,,11,0
862,5395A6507,637424A5395B6507,,World Trade Center,1,,1,0
860,5459A6540,649434A5459B6540,,Hoboken,0,,7,0
1024,5395A6507,636924A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5394A6507,637499A5394B6507,,Newark,0,,2,0
859,5394A6507,636224A5394B6507,,33rd Street,1,,3,0
860,5459A6540,649296A5459B6540,,World Trade Center,1,,5,0
1024,5395A6507,636865A5395B6507,,Journal Square via Hoboken,0,,8,0
861,5394A6507,637216A5394B6507,,Journal Square,0,,6,0
862,5459A6540,649816A5459B6540,,Newark,0,,2,0
1024,5396A6507,636587A5396B6507,,33rd via Hoboken,1,,11,0
861,5459A6540,649677A5459B6540,,Journal Square,0,,6,0
860,5459A6540,649438A5459B6540,,Hoboken,0,,7,0
861,5459A6540,649544A5459B6540,,33rd Street,1,,4,0
860,5394A6507,636368A5394B6507,,World Trade Center,1,,5,0
1024,5396A6507,636698A5396B6507,,Journal Square via Hoboken,0,,8,0
862,5395A6507,637433A5395B6507,,World Trade Center,1,,1,0
862,5459A6540,649847A5459B6540,,World Trade Center,1,,1,0
862,5394A6507,637653A5394B6507,,World Trade Center,1,,1,0
860,5394A6507,636435A5394B6507,,World Trade Center,1,,5,0
1024,5395A6507,636934A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5394A6507,637700A5394B6507,,World Trade Center,1,,1,0
861,5459A6540,649659A5459B6540,,Journal Square,0,,6,0
1024,5396A6507,636652A5396B6507,,Journal Square via Hoboken,0,,8,0
862,5459A6540,649926A5459B6540,,World Trade Center,1,,1,0
1024,5395A6507,636822A5395B6507,,33rd via Hoboken,1,,11,0
859,5394A6507,636135A5394B6507,,33rd Street,1,,3,0
860,5394A6507,636385A5394B6507,,World Trade Center,1,,5,0
862,5396A6507,637245A5396B6507,,Newark,0,,2,0
862,5394A6507,637571A5394B6507,,Newark,0,,2,0
861,5394A6507,637236A5394B6507,,Journal Square,0,,6,0
860,5459A6540,649413A5459B6540,,Hoboken,0,,7,0
862,5394A6507,637613A5394B6507,,Newark,0,,2,0
859,5394A6507,636276A5394B6507,,Hoboken,0,,9,0
862,5395A6507,637432A5395B6507,,World Trade Center,1,,1,0
862,5459A6540,649769A5459B6540,,Newark,0,,2,0
862,5394A6507,637498A5394B6507,,Newark,0,,2,0
862,5395A6507,637353A5395B6507,,Newark,0,,2,0
860,5459A6540,649421A5459B6540,,Hoboken,0,,7,0
862,5459A6540,649776A5459B6540,,Newark,0,,2,0
861,5394A6507,636974A5394B6507,,33rd Street,1,,4,0
860,5459A6540,649361A5459B6540,,World Trade Center,1,,5,0
859,5459A6540,649281A5459B6540,,Hoboken,0,,9,0
860,5459A6540,649371A5459B6540,,World Trade Center,1,,5,0
859,5394A6507,636252A5394B6507,,Hoboken,0,,9,0
862,5459A6540,649835A5459B6540,,World Trade Center,1,,1,0
862,5459A6540,649902A5459B6540,,World Trade Center,1,,1,0
862,5459A6540,649854A5459B6540,,World Trade Center,1,,1,0
860,5459A6540,649353A5459B6540,,World Trade Center,1,,5,0
861,5459A6540,649575A5459B6540,,33rd Street,1,,4,0
859,5394A6507,636278A5394B6507,,Hoboken,0,,9,0
861,5394A6507,637137A5394B6507,,Journal Square,0,,6,0
1024,5395A6507,636739A5395B6507,,33rd via Hoboken,1,,11,0
861,5394A6507,637096A5394B6507,,33rd Street,1,,4,0
860,5394A6507,636528A5394B6507,,Hoboken,0,,7,0
859,5459A6540,649122A5459B6540,,33rd Street,1,,3,0
861,5459A6540,649538A5459B6540,,33rd Street,1,,4,0
1024,5396A6507,636616A5396B6507,,33rd via Hoboken,1,,11,0
862,5394A6507,637505A5394B6507,,Newark,0,,2,0
862,5396A6507,637258A5396B6507,,Newark,0,,2,0
862,5394A6507,637663A5394B6507,,World Trade Center,1,,1,0
859,5459A6540,649090A5459B6540,,33rd Street,1,,3,0
862,5394A6507,637580A5394B6507,,Newark,0,,2,0
859,5459A6540,649198A5459B6540,,Hoboken,0,,9,0
861,5394A6507,637048A5394B6507,,33rd Street,1,,4,0
862,5459A6540,649822A5459B6540,,Newark,0,,2,0
861,5459A6540,649642A5459B6540,,Journal Square,0,,6,0
862,5459A6540,649747A5459B6540,,Newark,0,,2,0
861,5394A6507,637229A5394B6507,,Journal Square,0,,6,0
862,5395A6507,637456A5395B6507,,World Trade Center,1,,1,0
1024,5395A6507,636804A5395B6507,,33rd via Hoboken,1,,11,0
1024,5396A6507,636582A5396B6507,,33rd via Hoboken,1,,11,0
859,5459A6540,649151A5459B6540,,33rd Street,1,,3,0
1024,5395A6507,636918A5395B6507,,Journal Square via Hoboken,0,,8,0
861,5394A6507,637061A5394B6507,,33rd Street,1,,4,0
860,5459A6540,649311A5459B6540,,World Trade Center,1,,5,0
862,5395A6507,637371A5395B6507,,Newark,0,,2,0
860,5459A6540,649390A5459B6540,,Hoboken,0,,7,0
859,5459A6540,649145A5459B6540,,33rd Street,1,,3,0
862,5394A6507,637724A5394B6507,,World Trade Center,1,,1,0
862,5394A6507,637651A5394B6507,,World Trade Center,1,,1,0
862,5394A6507,637739A5394B6507,,World Trade Center,1,,1,0
861,5394A6507,637097A5394B6507,,33rd Street,1,,4,0
