route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
861,5394A6507,637039A5394B6507,,33rd Street,1,,4,0
862,5394A6507,637519A5394B6507,,Newark,0,,2,0
862,5394A6507,637551A5394B6507,,Newark,0,,2,0
862,5396A6507,637264A5396B6507,,Newark,0,,2,0
862,5459A6540,649763A5459B6540,,Newark,0,,2,0
861,5394A6507,637000A5394B6507,,33rd Street,1,,4,0
862,5394A6507,637725A5394B6507,,World Trade Center,1,,1,0
859,5394A6507,636270A5394B6507,,Hoboken,0,,9,0
859,5459A6540,649207A5459B6540,,Hoboken,0,,9,0
859,5394A6507,636315A5394B6507,,Hoboken,0,,9,0
862,5394A6507,637543A5394B6507,,Newark,0,,2,0
861,5394A6507,637150A5394B6507,,Journal Square,0,,6,0
1024,5396A6507,636591A5396B6507,,33rd via Hoboken,1,,11,0
1024,5395A6507,636828A5395B6507,,33rd via Hoboken,1,,11,0
859,5459A6540,649144A5459B6540,,33rd Street,1,,3,0
861,5394A6507,637111A5394B6507,,Journal Square,0,,6,0
859,5459A6540,649140A5459B6540,,33rd Street,1,,3,0
862,5394A6507,637562A5394B6507,,Newark,0,,2,0
862,5395A6507,637385A5395B6507,,Newark,0,,2,0
859,5394A6507,636207A5394B6507,,33rd Street,1,,3,0
1024,5395A6507,636770A5395B6507,,33rd via Hoboken,1,,11,0
862,5394A6507,637627A5394B6507,,World Trade Center,1,,1,0
1024,5395A6507,636764A5395B6507,,33rd via Hoboken,1,,11,0
862,5459A6540,649738A5459B6540,,Newark,0,,2,0
862,5459A6540,649729A5459B6540,,Newark,0,,2,0
860,5459A6540,649384A5459B6540,,World Trade Center,1,,5,0
861,5459A6540,649502A5459B6540,,33rd Street,1,,4,0
860,5459A6540,649391A5459B6540,,Hoboken,0,,7,0
861,5459A6540,649623A5459B6540,,Journal Square,0,,6,0
859,5459A6540,649196A5459B6540,,Hoboken,0,,9,0
861,5459A6540,649568A5459B6540,,33rd Street,1,,4,0
860,5459A6540,649367A5459B6540,,World Trade Center,1,,5,0
1024,5396A6507,636637A5396B6507,,33rd via Hoboken,1,,11,0
861,5394A6507,636991A5394B6507,,33rd Street,1,,4,0
859,5394A6507,636182A5394B6507,,33rd Street,1,,3,0
861,5394A6507,637081A5394B6507,,33rd Street,1,,4,0
862,5459A6540,649725A5459B6540,,Newark,0,,2,0
860,5459A6540,649458A5459B6540,,Hoboken,0,,7,0
860,5459A6540,649431A5459B6540,,Hoboken,0,,7,0
1024,5396A6507,636653A5396B6507,,Journal Square via Hoboken,0,,8,0
859,5459A6540,649213A5459B6540,,Hoboken,0,,9,0
862,5459A6540,649723A5459B6540,,Newark,0,,2,0
859,5459A6540,649170A5459B6540,,33rd Street,1,,3,0
861,5394A6507,637012A5394B6507,,33rd Street,1,,4,0
861,5459A6540,649554A5459B6540,,33rd Street,1,,4,0
859,5459A6540,649231A5459B6540,,Hoboken,0,,9,0
859,5459A6540,649136A5459B6540,,33rd Street,1,,3,0
862,5395A6507,637427A5395B6507,,World Trade Center,1,,1,0
862,5459A6540,649899A5459B6540,,World Trade Center,1,,1,0
859,5459A6540,649228A5459B6540,,Hoboken,0,,9,0
862,5459A6540,649793A5459B6540,,Newark,0,,2,0
1024,5396A6507,636574A5396B6507,,33rd via Hoboken,1,,11,0
860,5394A6507,636524A5394B6507,,Hoboken,0,,7,0
862,5394A6507,637730A5394B6507,,World Trade Center,1,,1,0
862,5394A6507,637486A5394B6507,,Newark,0,,2,0
1024,5396A6507,636598A5396B6507,,33rd via Hoboken,1,,11,0
862,5396A6507,637315A5396B6507,,World Trade Center,1,,1,0
861,5459A6540,649509A5459B6540,,33rd Street,1,,4,0
860,5459A6540,649366A5459B6540,,World Trade Center,1,,5,0
862,5394A6507,637595A5394B6507,,Newark,0,,2,0
859,5394A6507,636136A5394B6507,,33rd Street,1,,3,0
860,5394A6507,636509A5394B6507,,Hoboken,0,,7,0
862,5459A6540,649928A5459B6540,,World Trade Center,1,,1,0
1024,5395A6507,636882A5395B6507,,Journal Square via Hoboken,0,,8,0
1024,5395A6507,636860A5395B6507,,Journal Square via Hoboken,0,,8,0
861,5394A6507,637069A5394B6507,,33rd Street,1,,4,0
862,5395A6507,637399A5395B6507,,Newark,0,,2,0
1024,5395A6507,636817A5395B6507,,33rd via Hoboken,1,,11,0
862,5396A6507,637259A5396B6507,,Newark,0,,2,0
859,5459A6540,649179A5459B6540,,33rd Street,1,,3,0
859,5459A6540,649154A5459B6540,,33rd Street,1,,3,0
860,5459A6540,649299A5459B6540,,World Trade Center,1,,5,0
1024,5394A6507,636951A5394B6507,,33rd via Hoboken,1,,11,0
862,5459A6540,649781A5459B6540,,Newark,0,,2,0
860,5394A6507,636378A5394B6507,,World Trade Center,1,,5,0
861,5459A6540,649506A5459B6540,,33rd Street,1,,4,0
1024,5395A6507,636859A5395B6507,,Journal Square via Hoboken,0,,8,0
860,5459A6540,649405A5459B6540,,Hoboken,0,,7,0
860,5459A6540,649360A5459B6540,,World Trade Center,1,,5,0
862,5459A6540,649805A5459B6540,,Newark,0,,2,0
861,5459A6540,649671A5459B6540,,Journal Square,0,,6,0
860,5459A6540,649392A5459B6540,,Hoboken,0,,7,0
859,5459A6540,649177A5459B6540,,33rd Street,1,,3,0
860,5394A6507,636547A5394B6507,,Hoboken,0,,7,0
862,5394A6507,637572A5394B6507,,Newark,0,,2,0
1024,5396A6507,636692A5396B6507,,Journal Square via Hoboken,0,,8,0
859,5394A6507,636233A5394B6507,,Hoboken,0,,9,0
860,5394A6507,636434A5394B6507,,World Trade Center,1,,5,0
862,5394A6507,637573A5394B6507,,Newark,0,,2,0
860,5459A6540,649307A5459B6540,,World Trade Center,1,,5,0
862,5396A6507,637246A5396B6507,,Newark,0,,2,0
860,5394A6507,636433A5394B6507,,World Trade Center,1,,5,0
1024,5396A6507,636700A5396B6507,,Journal Square via Hoboken,0,,8,0
859,5394A6507,636256A5394B6507,,Hoboken,0,,9,0
862,5459A6540,649853A5459B6540,,World Trade Center,1,,1,0
859,5394A6507,636178A5394B6507,,33rd Street,1,,3,0
862,5394A6507,637625A5394B6507,,Newark,0,,2,0
859,5394A6507,636196A5394B6507,,33rd Street,1,,3,0
860,5459A6540,649310A5459B6540,,World Trade Center,1,,5,0
1024,5395A6507,636826A5395B6507,,33rd via Hoboken,1,,11,0
861,5394A6507,637089A5394B6507,,33rd Street,1,,4,0
861,5394A6507,637202A5394B6507,,Journal Square,0,,6,0
859,5459A6540,649185A5459B6540,,33rd Street,1,,3,0
861,5459A6540,649522A5459B6540,,33rd Street,1,,4,0
860,5459A6540,649460A5459B6540,,Hoboken,0,,7,0
861,5459A6540,649651A5459B6540,,Journal Square,0,,6,0
862,5394A6507,637623A5394B6507,,Newark,0,,2,0
862,5459A6540,649785A5459B6540,,Newark,0,,2,0
861,5394A6507,636990A5394B6507,,33rd Street,1,,4,0
862,5395A6507,637452A5395B6507,,World Trade Center,1,,1,0
859,5459A6540,649159A5459B6540,,33rd Street,1,,3,0
861,5459A6540,649613A5459B6540,,Journal Square,0,,6,0
862,5394A6507,637687A5394B6507,,World Trade Center,1,,1,0
861,5394A6507,636977A5394B6507,,33rd Street,1,,4,0
860,5459A6540,649446A5459B6540,,Hoboken,0,,7,0
861,5394A6507,637160A5394B6507,,Journal Square,0,,6,0
862,5394A6507,637503A5394B6507,,Newark,0,,2,0
861,5394A6507,636985A5394B6507,,33rd Street,1,,4,0
859,5459A6540,649266A5459B6540,,Hoboken,0,,9,0
1024,5396A6507,636710A5396B6507,,Journal Square via Hoboken,0,,8,0
1024,5395A6507,636761A5395B6507,,33rd via Hoboken,1,,11,0
862,5396A6507,637262A5396B6507,,Newark,0,,2,0
859,5394A6507,636309A5394B6507,,Hoboken,0,,9,0
862,5396A6507,637346A5396B6507,,World Trade Center,1,,1,0
859,5394A6507,636296A5394B6507,,Hoboken,0,,9,0
859,5394A6507,636180A5394B6507,,33rd Street,1,,3,0
859,5459A6540,649222A5459B6540,,Hoboken,0,,9,0
861,5394A6507,637149A5394B6507,,Journal Square,0,,6,0
862,5395A6507,637440A5395B6507,,World Trade Center,1,,1,0
860,5394A6507,636553A5394B6507,,Hoboken,0,,7,0
1024,5396A6507,636570A5396B6507,,33rd via Hoboken,1,,11,0
861,5459A6540,649523A5459B6540,,33rd Street,1,,4,0
862,5394A6507,637475A5394B6507,,Newark,0,,2,0
862,5395A6507,637436A5395B6507,,World Trade Center,1,,1,0
860,5459A6540,649313A5459B6540,,World Trade Center,1,,5,0
1024,5396A6507,636641A5396B6507,,Journal Square via Hoboken,0,,8,0
1024,5395A6507,636759A5395B6507,,33rd via Hoboken,1,,11,0
862,5459A6540,649840A5459B6540,,World Trade Center,1,,1,0
862,5459A6540,649872A5459B6540,,World Trade Center,1,,1,0
861,5394A6507,637016A5394B6507,,33rd Street,1,,4,0
862,5396A6507,637265A5396B6507,,Newark,0,,2,0
862,5396A6507,637287A5396B6507,,Newark,0,,2,0
1024,5396A6507,636711A5396B6507,,Journal Square via Hoboken,0,,8,0
862,5394A6507,637566A5394B6507,,Newark,0,,2,0
862,5394A6507,637614A5394B6507,,Newark,0,,2,0
861,5394A6507,637001A5394B6507,,33rd Street,1,,4,0
859,5394A6507,636164A5394B6507,,33rd Street,1,,3,0
862,5394A6507,637670A5394B6507,,World Trade Center,1,,1,0
862,5394A6507,637677A5394B6507,,World Trade Center,1,,1,0
1024,5395A6507,636936A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5459A6540,649715A5459B6540,,Newark,0,,2,0
859,5394A6507,636169A5394B6507,,33rd Street,1,,3,0
862,5394A6507,637630A5394B6507,,World Trade Center,1,,1,0
862,5394A6507,637669A5394B6507,,World Trade Center,1,,1,0
1024,5395A6507,636885A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5459A6540,649754A5459B6540,,Newark,0,,2,0
860,5394A6507,636497A5394B6507,,Hoboken,0,,7,0
859,5394A6507,636150A5394B6507,,33rd Street,1,,3,0
860,5394A6507,636500A5394B6507,,Hoboken,0,,7,0
861,5394A6507,637104A5394B6507,,Journal Square,0,,6,0
861,5459A6540,649563A5459B6540,,33rd Street,1,,4,0
1024,5395A6507,636916A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5394A6507,637763A5394B6507,,World Trade Center,1,,1,0
1024,5396A6507,636713A5396B6507,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636475A5394B6507,,Hoboken,0,,7,0
1024,5394A6507,636965A5394B6507,,Journal Square via Hoboken,0,,8,0
860,5459A6540,649398A5459B6540,,Hoboken,0,,7,0
862,5459A6540,649765A5459B6540,,Newark,0,,2,0
1024,5396A6507,636664A5396B6507,,Journal Square via Hoboken,0,,8,0
859,5394A6507,636211A5394B6507,,33rd Street,1,,3,0
860,5459A6540,649322A5459B6540,,World Trade Center,1,,5,0
859,5459A6540,649263A5459B6540,,Hoboken,0,,9,0
862,5394A6507,637597A5394B6507,,Newark,0,,2,0
1024,5396A6507,636675A5396B6507,,Journal Square via Hoboken,0,,8,0
862,5459A6540,649736A5459B6540,,Newark,0,,2,0
861,5459A6540,649629A5459B6540,,Journal Square,0,,6,0
862,5394A6507,637756A5394B6507,,World Trade Center,1,,1,0
860,5394A6507,636496A5394B6507,,Hoboken,0,,7,0
862,5459A6540,649780A5459B6540,,Newark,0,,2,0
861,5394A6507,637167A5394B6507,,Journal Square,0,,6,0
859,5394A6507,636258A5394B6507,,Hoboken,0,,9,0
1024,5396A6507,636654A5396B6507,,Journal Square via Hoboken,0,,8,0
862,5396A6507,637282A5396B6507,,Newark,0,,2,0
862,5395A6507,637446A5395B6507,,World Trade Center,1,,1,0
1024,5459A6540,649708A5459B6540,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636436A5394B6507,,World Trade Center,1,,5,0
861,5394A6507,637203A5394B6507,,Journal Square,0,,6,0
859,5459A6540,649240A5459B6540,,Hoboken,0,,9,0
860,5459A6540,649316A5459B6540,,World Trade Center,1,,5,0
860,5459A6540,649403A5459B6540,,Hoboken,0,,7,0
1024,5395A6507,636754A5395B6507,,33rd via Hoboken,1,,11,0
1024,5396A6507,636688A5396B6507,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636533A5394B6507,,Hoboken,0,,7,0
862,5394A6507,637624A5394B6507,,Newark,0,,2,0
1024,5395A6507,636760A5395B6507,,33rd via Hoboken,1,,11,0
862,5395A6507,637407A5395B6507,,Newark,0,,2,0
1024,5459A6540,649695A5459B6540,,33rd via Hoboken,1,,11,0
860,5459A6540,649464A5459B6540,,Hoboken,0,,7,0
860,5394A6507,636397A5394B6507,,World Trade Center,1,,5,0
860,5459A6540,649342A5459B6540,,World Trade Center,1,,5,0
1024,5395A6507,636841A5395B6507,,Journal Square via Hoboken,0,,8,0
859,5394A6507,636144A5394B6507,,33rd Street,1,,3,0
861,5394A6507,637073A5394B6507,,33rd Street,1,,4,0
860,5459A6540,649454A5459B6540,,Hoboken,0,,7,0
862,5459A6540,649917A5459B6540,,World Trade Center,1,,1,0
860,5459A6540,649408A5459B6540,,Hoboken,0,,7,0
862,5459A6540,649837A5459B6540,,World Trade Center,1,,1,0
859,5459A6540,649114A5459B6540,,33rd Street,1,,3,0
860,5459A6540,649359A5459B6540,,World Trade Center,1,,5,0
861,5394A6507,637002A5394B6507,,33rd Street,1,,4,0
1024,5396A6507,636633A5396B6507,,33rd via Hoboken,1,,11,0
860,5394A6507,636539A5394B6507,,Hoboken,0,,7,0
861,5459A6540,649521A5459B6540,,33rd Street,1,,4,0
1024,5459A6540,649692A5459B6540,,33rd via Hoboken,1,,11,0
1024,5396A6507,636669A5396B6507,,Journal Square via Hoboken,0,,8,0
860,5459A6540,649294A5459B6540,,World Trade Center,1,,5,0
859,5394A6507,636306A5394B6507,,Hoboken,0,,9,0
860,5459A6540,649292A5459B6540,,World Trade Center,1,,5,0
862,5394A6507,637620A5394B6507,,Newark,0,,2,0
862,5459A6540,649924A5459B6540,,World Trade Center,1,,1,0
861,5394A6507,637230A5394B6507,,Journal Square,0,,6,0
862,5396A6507,637269A5396B6507,,Newark,0,,2,0
861,5459A6540,649516A5459B6540,,33rd Street,1,,4,0
862,5395A6507,637376A5395B6507,,Newark,0,,2,0
1024,5395A6507,636816A5395B6507,,33rd via Hoboken,1,,11,0
861,5459A6540,649678A5459B6540,,Journal Square,0,,6,0
862,5396A6507,637298A5396B6507,,World Trade Center,1,,1,0
862,5459A6540,649906A5459B6540,,World Trade Center,1,,1,0
1024,5395A6507,636923A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5394A6507,637629A5394B6507,,World Trade Center,1,,1,0
1024,5395A6507,636782A5395B6507,,33rd via Hoboken,1,,11,0
861,5459A6540,649526A5459B6540,,33rd Street,1,,4,0
1024,5395A6507,636748A5395B6507,,33rd via Hoboken,1,,11,0
862,5394A6507,637617A5394B6507,,Newark,0,,2,0
860,5394A6507,636469A5394B6507,,Hoboken,0,,7,0
859,5394A6507,636338A5394B6507,,Hoboken,0,,9,0
860,5394A6507,636544A5394B6507,,Hoboken,0,,7,0
862,5459A6540,649744A5459B6540,,Newark,0,,2,0
1024,5394A6507,636958A5394B6507,,Journal Square via Hoboken,0,,8,0
1024,5396A6507,636559A5396B6507,,33rd via Hoboken,1,,11,0
862,5394A6507,637510A5394B6507,,Newark,0,,2,0
5745,5302A6349,660183A5302B6349,,Terminals A/C/D and P10,0,,10,0
1024,5395A6507,636821A5395B6507,,33rd via Hoboken,1,,11,0
862,5459A6540,649919A5459B6540,,World Trade Center,1,,1,0
861,5394A6507,637108A5394B6507,,Journal Square,0,,6,0
860,5394A6507,636537A5394B6507,,Hoboken,0,,7,0
862,5395A6507,637449A5395B6507,,World Trade Center,1,,1,0
1024,5396A6507,636625A5396B6507,,33rd via Hoboken,1,,11,0
861,5394A6507,637054A5394B6507,,33rd Street,1,,4,0
862,5459A6540,649877A5459B6540,,World Trade Center,1,,1,0
860,5394A6507,636353A5394B6507,,World Trade Center,1,,5,0
1024,5395A6507,636790A5395B6507,,33rd via Hoboken,1,,11,0
860,5459A6540,649382A5459B6540,,World Trade Center,1,,5,0
860,5394A6507,636456A5394B6507,,Hoboken,0,,7,0
861,5459A6540,649584A5459B6540,,Journal Square,0,,6,0
1024,5395A6507,636758A5395B6507,,33rd via Hoboken,1,,11,0
859,5394A6507,636269A5394B6507,,Hoboken,0,,9,0
862,5394A6507,637719A5394B6507,,World Trade Center,1,,1,0
859,5459A6540,649124A5459B6540,,33rd Street,1,,3,0
861,5459A6540,649627A5459B6540,,Journal Square,0,,6,0
859,5459A6540,649238A5459B6540,,Hoboken,0,,9,0
862,5395A6507,637450A5395B6507,,World Trade Center,1,,1,0
862,5395A6507,637455A5395B6507,,World Trade Center,1,,1,0
1024,5396A6507,636626A5396B6507,,33rd via Hoboken,1,,11,0
1024,5395A6507,636886A5395B6507,,Journal Square via Hoboken,0,,8,0
860,5459A6540,649483A5459B6540,,Hoboken,0,,7,0
1024,5395A6507,636752A5395B6507,,33rd via Hoboken,1,,11,0
862,5459A6540,649921A5459B6540,,World Trade Center,1,,1,0
859,5394A6507,636210A5394B6507,,33rd Street,1,,3,0
859,5459A6540,649146A5459B6540,,33rd Street,1,,3,0
862,5394A6507,637732A5394B6507,,World Trade Center,1,,1,0
860,5394A6507,636472A5394B6507,,Hoboken,0,,7,0
861,5394A6507,637193A5394B6507,,Journal Square,0,,6,0
862,5394A6507,637585A5394B6507,,Newark,0,,2,0
861,5394A6507,637178A5394B6507,,Journal Square,0,,6,0
861,5394A6507,637041A5394B6507,,33rd Street,1,,4,0
860,5459A6540,649423A5459B6540,,Hoboken,0,,7,0
1024,5396A6507,636600A5396B6507,,33rd via Hoboken,1,,11,0
1024,5395A6507,636869A5395B6507,,Journal Square via Hoboken,0,,8,0
861,5459A6540,649524A5459B6540,,33rd Street,1,,4,0
859,5459A6540,649091A5459B6540,,33rd Street,1,,3,0
862,5395A6507,637374A5395B6507,,Newark,0,,2,0
859,5459A6540,649138A5459B6540,,33rd Street,1,,3,0
860,5459A6540,649480A5459B6540,,Hoboken,0,,7,0
1024,5396A6507,636661A5396B6507,,Journal Square via Hoboken,0,,8,0
859,5394A6507,636129A5394B6507,,33rd Street,1,,3,0
859,5459A6540,649129A5459B6540,,33rd Street,1,,3,0
861,5459A6540,649559A5459B6540,,33rd Street,1,,4,0
861,5394A6507,637076A5394B6507,,33rd Street,1,,4,0
1024,5395A6507,636786A5395B6507,,33rd via Hoboken,1,,11,0
862,5459A6540,649918A5459B6540,,World Trade Center,1,,1,0
860,5459A6540,649326A5459B6540,,World Trade Center,1,,5,0
860,5394A6507,636401A5394B6507,,World Trade Center,1,,5,0
860,5394A6507,636481A5394B6507,,Hoboken,0,,7,0
859,5394A6507,636337A5394B6507,,Hoboken,0,,9,0
861,5459A6540,649564A5459B6540,,33rd Street,1,,4,0
862,5396A6507,637293A5396B6507,,Newark,0,,2,0
862,5459A6540,649731A5459B6540,,Newark,0,,2,0
862,5394A6507,637626A5394B6507,,World Trade Center,1,,1,0
861,5459A6540,649562A5459B6540,,33rd Street,1,,4,0
862,5394A6507,637504A5394B6507,,Newark,0,,2,0
1024,5395A6507,636853A5395B6507,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636466A5394B6507,,Hoboken,0,,7,0
1024,5395A6507,636929A5395B6507,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636374A5394B6507,,World Trade Center,1,,5,0
862,5459A6540,649737A5459B6540,,Newark,0,,2,0
861,5394A6507,636970A5394B6507,,33rd Street,1,,4,0
860,5459A6540,649459A5459B6540,,Hoboken,0,,7,0
861,5459A6540,649588A5459B6540,,Journal Square,0,,6,0
1024,5396A6507,636573A5396B6507,,33rd via Hoboken,1,,11,0
859,5394A6507,636295A5394B6507,,Hoboken,0,,9,0
862,5394A6507,637616A5394B6507,,Newark,0,,2,0
860,5459A6540,649387A5459B6540,,Hoboken,0,,7,0
861,5394A6507,637165A5394B6507,,Journal Square,0,,6,0
859,5394A6507,636267A5394B6507,,Hoboken,0,,9,0
861,5394A6507,637112A5394B6507,,Journal Square,0,,6,0
1024,5396A6507,636705A5396B6507,,Journal Square via Hoboken,0,,8,0
1024,5396A6507,636581A5396B6507,,33rd via Hoboken,1,,11,0
860,5394A6507,636511A5394B6507,,Hoboken,0,,7,0
862,5459A6540,649907A5459B6540,,World Trade Center,1,,1,0
859,5394A6507,636226A5394B6507,,33rd Street,1,,3,0
862,5394A6507,637641A5394B6507,,World Trade Center,1,,1,0
862,5459A6540,649867A5459B6540,,World Trade Center,1,,1,0
860,5394A6507,636452A5394B6507,,Hoboken,0,,7,0
860,5394A6507,636450A5394B6507,,Hoboken,0,,7,0
859,5394A6507,636202A5394B6507,,33rd Street,1,,3,0
862,5396A6507,637242A5396B6507,,Newark,0,,2,0
862,5394A6507,637686A5394B6507,,World Trade Center,1,,1,0
861,5459A6540,649596A5459B6540,,Journal Square,0,,6,0
862,5396A6507,637297A5396B6507,,World Trade Center,1,,1,0
862,5394A6507,637564A5394B6507,,Newark,0,,2,0
862,5459A6540,649746A5459B6540,,Newark,0,,2,0
1024,5396A6507,636673A5396B6507,,Journal Square via Hoboken,0,,8,0
862,5396A6507,637270A5396B6507,,Newark,0,,2,0
860,5459A6540,649477A5459B6540,,Hoboken,0,,7,0
861,5459A6540,649545A5459B6540,,33rd Street,1,,4,0
862,5459A6540,649890A5459B6540,,World Trade Center,1,,1,0
862,5394A6507,637619A5394B6507,,Newark,0,,2,0
1024,5396A6507,636714A5396B6507,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636349A5394B6507,,World Trade Center,1,,5,0
859,5394A6507,636288A5394B6507,,Hoboken,0,,9,0
862,5394A6507,637726A5394B6507,,World Trade Center,1,,1,0
859,5394A6507,636153A5394B6507,,33rd Street,1,,3,0
862,5459A6540,649823A5459B6540,,Newark,0,,2,0
1024,5396A6507,636706A5396B6507,,Journal Square via Hoboken,0,,8,0
862,5459A6540,649852A5459B6540,,World Trade Center,1,,1,0
860,5394A6507,636487A5394B6507,,Hoboken,0,,7,0
1024,5396A6507,636556A5396B6507,,33rd via Hoboken,1,,11,0
859,5394A6507,636334A5394B6507,,Hoboken,0,,9,0
862,5395A6507,637368A5395B6507,,Newark,0,,2,0
1024,5395A6507,636801A5395B6507,,33rd via Hoboken,1,,11,0
1024,5396A6507,636595A5396B6507,,33rd via Hoboken,1,,11,0
861,5394A6507,637161A5394B6507,,Journal Square,0,,6,0
860,5394A6507,636462A5394B6507,,Hoboken,0,,7,0
1024,5396A6507,636715A5396B6507,,Journal Square via Hoboken,0,,8,0
860,5459A6540,649374A5459B6540,,World Trade Center,1,,5,0
860,5459A6540,649425A5459B6540,,Hoboken,0,,7,0
862,5394A6507,637769A5394B6507,,World Trade Center,1,,1,0
862,5396A6507,637320A5396B6507,,World Trade Center,1,,1,0
861,5394A6507,636984A5394B6507,,33rd Street,1,,4,0
859,5394A6507,636151A5394B6507,,33rd Street,1,,3,0
1024,5395A6507,636871A5395B6507,,Journal Square via Hoboken,0,,8,0
1024,5395A6507,636812A5395B6507,,33rd via Hoboken,1,,11,0
862,5459A6540,649883A5459B6540,,World Trade Center,1,,1,0
861,5394A6507,637036A5394B6507,,33rd Street,1,,4,0
861,5394A6507,637223A5394B6507,,Journal Square,0,,6,0
861,5394A6507,637205A5394B6507,,Journal Square,0,,6,0
862,5459A6540,649798A5459B6540,,Newark,0,,2,0
861,5394A6507,637151A5394B6507,,Journal Square,0,,6,0
1024,5396A6507,636677A5396B6507,,Journal Square via Hoboken,0,,8,0
1024,5395A6507,636730A5395B6507,,33rd via Hoboken,1,,11,0
862,5395A6507,637423A5395B6507,,World Trade Center,1,,1,0
860,5394A6507,636384A5394B6507,,World Trade Center,1,,5,0
862,5395A6507,637362A5395B6507,,Newark,0,,2,0
862,5459A6540,649775A5459B6540,,Newark,0,,2,0
862,5396A6507,637289A5396B6507,,Newark,0,,2,0
1024,5396A6507,636584A5396B6507,,33rd via Hoboken,1,,11,0
862,5459A6540,649879A5459B6540,,World Trade Center,1,,1,0
862,5394A6507,637487A5394B6507,,Newark,0,,2,0
862,5394A6507,637586A5394B6507,,Newark,0,,2,0
862,5394A6507,637506A5394B6507,,Newark,0,,2,0
859,5394A6507,636241A5394B6507,,Hoboken,0,,9,0
861,5394A6507,637128A5394B6507,,Journal Square,0,,6,0
1024,5396A6507,636577A5396B6507,,33rd via Hoboken,1,,11,0
861,5459A6540,649607A5459B6540,,Journal Square,0,,6,0
859,5459A6540,649285A5459B6540,,Hoboken,0,,9,0
860,5459A6540,649336A5459B6540,,World Trade Center,1,,5,0
860,5394A6507,636370A5394B6507,,World Trade Center,1,,5,0
1024,5395A6507,636858A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5394A6507,637735A5394B6507,,World Trade Center,1,,1,0
1024,5459A6540,649701A5459B6540,,Journal Square via Hoboken,0,,8,0
1024,5395A6507,636898A5395B6507,,Journal Square via Hoboken,0,,8,0
859,5394A6507,636149A5394B6507,,33rd Street,1,,3,0
862,5394A6507,637536A5394B6507,,Newark,0,,2,0
1024,5394A6507,636956A5394B6507,,Journal Square via Hoboken,0,,8,0
860,5394A6507,636395A5394B6507,,World Trade Center,1,,5,0
862,5459A6540,649885A5459B6540,,World Trade Center,1,,1,0
861,5459A6540,649498A5459B6540,,33rd Street,1,,4,0
861,5459A6540,649484A5459B6540,,33rd Street,1,,4,0
859,5459A6540,649262A5459B6540,,Hoboken,0,,9,0
861,5459A6540,649636A5459B6540,,Journal Square,0,,6,0
1024,5396A6507,636562A5396B6507,,33rd via Hoboken,1,,11,0
860,5394A6507,636485A5394B6507,,Hoboken,0,,7,0
862,5459A6540,649850A5459B6540,,World Trade Center,1,,1,0
861,5394A6507,637220A5394B6507,,Journal Square,0,,6,0
1024,5395A6507,636772A5395B6507,,33rd via Hoboken,1,,11,0
1024,5396A6507,636645A5396B6507,,Journal Square via Hoboken,0,,8,0
862,5459A6540,649716A5459B6540,,Newark,0,,2,0
862,5395A6507,637441A5395B6507,,World Trade Center,1,,1,0
1024,5395A6507,636773A5395B6507,,33rd via Hoboken,1,,11,0
862,5395A6507,637390A5395B6507,,Newark,0,,2,0
861,5459A6540,649529A5459B6540,,33rd Street,1,,4,0
860,5394A6507,636354A5394B6507,,World Trade Center,1,,5,0
859,5459A6540,649194A5459B6540,,Hoboken,0,,9,0
859,5459A6540,649137A5459B6540,,33rd Street,1,,3,0
861,5459A6540,649661A5459B6540,,Journal Square,0,,6,0
862,5394A6507,637502A5394B6507,,Newark,0,,2,0
861,5459A6540,649581A5459B6540,,33rd Street,1,,4,0
1024,5394A6507,636960A5394B6507,,Journal Square via Hoboken,0,,8,0
862,5395A6507,637460A5395B6507,,World Trade Center,1,,1,0
862,5394A6507,637501A5394B6507,,Newark,0,,2,0
860,5459A6540,649430A5459B6540,,Hoboken,0,,7,0
862,5396A6507,637322A5396B6507,,World Trade Center,1,,1,0
860,5394A6507,636545A5394B6507,,Hoboken,0,,7,0
1024,5395A6507,636900A5395B6507,,Journal Square via Hoboken,0,,8,0
862,5396A6507,637301A5396B6507,,World Trade Center,1,,1,0
862,5394A6507,637681A5394B6507,,World Trade Center,1,,1,0
859,5459A6540,649252A5459B6540,,Hoboken,0,,9,0
862,5395A6507,637359A5395B6507,,Newark,0,,2,0
859,5394A6507,636316A5394B6507,,Hoboken,0,,9,0
862,5394A6507,637760A5394B6507,,World Trade Center,1,,1,0
1024,5396A6507,636643A5396B6507,,Journal Square via Hoboken,0,,8,0
859,5394A6507,636319A5394B6507,,Hoboken,0,,9,0
860,5459A6540,649321A5459B6540,,World Trade Center,1,,5,0
859,5394A6507,636242A5394B6507,,Hoboken,0,,9,0
